PK_ID,HTTPS,Result,Details,UpdatedURL
1364418,https://Rrubenesk.anu.edu.aug/student.projects96/anasazi/cliff/stages.html,Failed,Failed to establish a connection,
1088540,https://assessments.edisonlearning.com/suite/repository/workspace/System%20Files/20488.gif,Failed,Failed to establish a connection,
977410,https://assessments.edisonlearning.com/suite/repository/workspace/System%20Files/20488.gif,Failed,Failed to establish a connection,
531789,https://caola.caiu.org,Success,,
1123683,https://docs.google.com/document/edit?id=1cP_R8yncrhLPZD5RJiH-KWaUgDUENxNUVnI5R3rySAY,Redirected,URL should be updated to match Redirected URL,https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&continue=https://docs.google.com/document/edit?id%3D1cP_R8yncrhLPZD5RJiH-KWaUgDUENxNUVnI5R3rySAY&followup=https://docs.google.com/document/edit?id%3D1cP_R8yncrhLPZD5RJiH-KWaUgDUENxNUVnI5R3rySAY&ltmpl=docs
1123682,https://docs.google.com/document/edit?id=1cP_R8yncrhLPZD5RJiH-KWaUgDUENxNUVnI5R3rySAY,Redirected,URL should be updated to match Redirected URL,https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&continue=https://docs.google.com/document/edit?id%3D1cP_R8yncrhLPZD5RJiH-KWaUgDUENxNUVnI5R3rySAY&followup=https://docs.google.com/document/edit?id%3D1cP_R8yncrhLPZD5RJiH-KWaUgDUENxNUVnI5R3rySAY&ltmpl=docs
1552376,https://owl.english.purdue.edu/owl/resource/560/01/,Redirected,URL should be updated to match Redirected URL,https://owl.purdue.edu/owl/research_and_citation/apa_style/apa_formatting_and_style_guide/general_format.html
538364,https://portal.provostacademy.com/suite/images/spacer.gif,Failed - https,Failed with https; Successful as http,http://portal.provostacademy.com/suite/images/spacer.gif
538363,https://portal.provostacademy.com/suite/images/spacer.gif,Failed - https,Failed with https; Successful as http,http://portal.provostacademy.com/suite/images/spacer.gif
538121,https://researchcenter.provostacademy.com,Failed,Failed to establish a connection,
1552415,https://search.ebsco.com/,302,"('Found', 'Object moved temporarily -- see URI list')",
1364417,https://teachers4ss.schools.com/researchtools/researchstarters/nativeam/,Failed,Failed to establish a connection,
501550,https://translate.google.com/?tr=f,Success,,
501550,https://translate.google.com/?tr=t,Success,,
1390956,https://weatherworld.net/thundersnow,Failed,Failed to establish a connection,
1390954,https://weatherworld.net/thundersnow,Failed,Failed to establish a connection,
1390955,https://weatherworld.net/thundersnow .,Failed,Failed to establish a connection,
1364416,https://www.acliff4dwellingsmuseum.com/timeline.htm,Failed,Failed to establish a connection,
1408973,https://www.americancitizenry.org/population.,Failed,Failed to establish a connection,
1376039,https://www.atlantisalmanac.net/archaeological_digs.html,Failed,Failed to establish a connection,
1750305,https://www.cbsnews.com/news/nsa-picks-5-universities-to-train-us-cyber-professionals/. Accessed 22 July 2014.,Failed,Failed to establish a connection,
1750306,https://www.cbsnews.com/news/nsa-picks-5-universities-to-train-us-cyber-professionals/. Accessed 22 July 2014.,Failed,Failed to establish a connection,
1750304,https://www.cbsnews.com/news/nsa-picks-5-universities-to-train-us-cyber-professionals/. Accessed 22 July 2014.,Failed,Failed to establish a connection,
1750303,https://www.cbsnews.com/news/nsa-picks-5-universities-to-train-us-cyber-professionals/. Accessed 22 July 2014.,Failed,Failed to establish a connection,
1364415,https://www.cousa.blm.govt/ahcbd/,Failed,Failed to establish a connection,
1382714,https://www.ed.bios.gov/astronauts.html,Failed,Failed to establish a connection,
1018390,https://www.fastfax.com,Failed - https,Failed with https; Successful as http,http://www.fastfax.com
1409357,https://www.fastsciencefacts.com/sahara,Failed,Failed to establish a connection,
1750302,https://www.huffingtonpost.com/suzanne-leigh/fault-in-our-stars-critic-does-disservice-to-kids-with-cancer_b_5471254.html. Accessed 22 July 2014.,Failed,Failed to establish a connection,
1750299,"https://www.huffingtonpost.com/suzanne-leigh/fault-in-our-stars-critic-does-disservice-to-kids-with-cancer_b_5471254.html. Accessed 22, July 2014.",Failed,Failed to establish a connection,
1750301,https://www.huffingtonpost.com/suzanne-leigh/fault-in-our-stars-critic-does-disservice-to-kids-with-cancer_b_5471254.html. Accessed July 22 2014.,Failed,Failed to establish a connection,
1750300,"https://www.huffingtonpost.com/suzanne-leigh/fault-in-our-stars-critic-does-disservice-to-kids-with-cancer_b_5471254.html. Accessed July 22, 2014.",Failed,Failed to establish a connection,
389623,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389623,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389624,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389624,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389625,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389625,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389626,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389626,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389627,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389627,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389628,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389628,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389629,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389629,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389630,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389630,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389631,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389631,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389632,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389632,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389633,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389633,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389634,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389634,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389635,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389635,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389636,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389636,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389637,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389637,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389638,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389638,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389639,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389639,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389640,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389640,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389641,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389641,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389642,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389642,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389643,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389643,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389652,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389652,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389653,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389653,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389654,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389654,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389655,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389655,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389656,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389656,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389657,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389657,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389658,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389658,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389659,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389659,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389660,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389660,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389661,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389661,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389662,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389662,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389663,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389663,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389664,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389664,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389665,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389665,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389666,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389666,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389667,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389667,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389668,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389668,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389669,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389669,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389670,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389670,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389671,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389671,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389680,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389680,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389681,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
389681,https://www.imsglobal.org/xsd/imsqti_v2p0,404,"('Not Found', 'Nothing matches the given URI')",
