HTTPS,Result,Details,UpdatedURL
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03183DF9-CD2F-4B3F-8E42-BF3E6F9BCB45,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03183df9-cd2f-4b3f-8e42-bf3e6f9bcb45
https://connect.discoveryeducation.com/index.cfm?guidAssetID=031D0DD1-79FE-4ECA-8A80-A383C4CE2A5F,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=031d0dd1-79fe-4eca-8a80-a383c4ce2a5f
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03322661-8A71-4BDB-91B7-569CB84C3564,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03322661-8a71-4bdb-91b7-569cb84c3564
https://connect.discoveryeducation.com/index.cfm?guidAssetID=033A77DD-DFBF-4B65-90AB-E2AD4EA2BE06,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=033a77dd-dfbf-4b65-90ab-e2ad4ea2be06
https://connect.discoveryeducation.com/index.cfm?guidAssetID=036BC73F-689A-42F9-8361-DBC9C2077641,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=036bc73f-689a-42f9-8361-dbc9c2077641
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0395589D-A58B-4ABF-A81E-523B37F43CC7,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0395589d-a58b-4abf-a81e-523b37f43cc7
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03AB484C-03FD-472F-937D-23478686402D,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03ab484c-03fd-472f-937d-23478686402d
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03ACE976-4F13-4053-9210-2F7AEACB2651,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03ace976-4f13-4053-9210-2f7aeacb2651
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03D3A2AF-50DC-4FF5-81BB-6AF1DA91E5C0,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03d3a2af-50dc-4ff5-81bb-6af1da91e5c0
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03ec48af-6586-428c-be1e-5cf686b6ef00
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03a2ec04-bfc1-4f4e-b345-1317a565555d,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03a2ec04-bfc1-4f4e-b345-1317a565555d
https://connect.discoveryeducation.com/index.cfm?guidAssetID=03fdd067-5374-40f3-9055-40b429b4e418,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=03fdd067-5374-40f3-9055-40b429b4e418
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0402DB96-5DB1-415E-8A3F-C8643036B6AA,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0402db96-5db1-415e-8a3f-c8643036b6aa
https://connect.discoveryeducation.com/index.cfm?guidAssetID=04119955-4A76-4EDE-9510-DD6C667DF0CB,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=04119955-4a76-4ede-9510-dd6c667df0cb
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0412A2DE-A6A8-49D5-B94B-622266471CC8,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0412a2de-a6a8-49d5-b94b-622266471cc8
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0483F6E9-D771-45A6-9221-F30DC28D749BPartner=BA34-27GQ,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0483f6e9-d771-45a6-9221-f30dc28d749b
https://connect.discoveryeducation.com/index.cfm?guidAssetID=04A5F833-6080-48BE-BB52-EEEBB7698B49,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=04a5f833-6080-48be-bb52-eeebb7698b49
https://connect.discoveryeducation.com/index.cfm?guidAssetID=04AEF575-893F-4E16-B228-F2E1CB85AFDF,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=04aef575-893f-4e16-b228-f2e1cb85afdf
https://connect.discoveryeducation.com/index.cfm?guidAssetID=04C1C108-EB4F-43C8-A94B-CCB8988638F4,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=04c1c108-eb4f-43c8-a94b-ccb8988638f4
https://connect.discoveryeducation.com/index.cfm?guidAssetID=04D5EA1A7-675C-4C18-ACBB-04F5E2FCC582,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=4d5ea1a7-675c-4c18-acbb-04f5e2fcc582
https://connect.discoveryeducation.com/index.cfm?guidAssetID=04EA6AA2-9A19-4BB0-A338-1D78B037C6AE,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=04ea6aa2-9a19-4bb0-a338-1d78b037c6ae
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0501693B-E58E-4907-965C-00771DAF2A73,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0501693b-e58e-4907-965c-00771daf2a73
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0513B03B-E058-4C97-9311-ED5EEACC5ED2,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0513b03b-e058-4c97-9311-ed5eeacc5ed2
https://connect.discoveryeducation.com/index.cfm?guidAssetID=055E6C32-11AE-4EF2-9CE3-510F8E87E39C,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=055e6c32-11ae-4ef2-9ce3-510f8e87e39c
https://connect.discoveryeducation.com/index.cfm?guidAssetID=05740CA5-48E6-4C17-B18C-9529FA458F4F,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=05740ca5-48e6-4c17-b18c-9529fa458f4f
https://connect.discoveryeducation.com/index.cfm?guidAssetID=057649E8-53DC-4F7E-9CA0-F2FFCDF0EFE3,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=057649e8-53dc-4f7e-9ca0-f2ffcdf0efe3
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0588C9BE-A74A-4F63-80EF-0AE3CB044A0C,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0588c9be-a74a-4f63-80ef-0ae3cb044a0c
https://connect.discoveryeducation.com/index.cfm?guidAssetID=058A3244-4664-4B15-908E-A386800C0B91,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=058a3244-4664-4b15-908e-a386800c0b91
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0592A3DC-B5F2-49A7-B8C2-F1EB8E6383C0,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0592a3dc-b5f2-49a7-b8c2-f1eb8e6383c0
https://connect.discoveryeducation.com/index.cfm?guidAssetID=05F8E7F5-34B7-420D-9BA4-892683540862,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=05f8e7f5-34b7-420d-9ba4-892683540862
https://connect.discoveryeducation.com/index.cfm?guidAssetID=05FC9010-E500-4FCF-AF6D-DFEAE5ADEC49,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=05fc9010-e500-4fcf-af6d-dfeae5adec49
https://connect.discoveryeducation.com/index.cfm?guidAssetID=062045C4-6AC8-4C72-872C-06EDC1E377EC,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=062045c4-6ac8-4c72-872c-06edc1e377ec
https://connect.discoveryeducation.com/index.cfm?guidAssetID=06237da1-89cb-4a29-a445-13cbd47abfcd,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=06237da1-89cb-4a29-a445-13cbd47abfcd
https://connect.discoveryeducation.com/index.cfm?guidAssetID=065f60a9-3f05-46b5-ac1e-39e5fc1cf16e,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=065f60a9-3f05-46b5-ac1e-39e5fc1cf16e
