PK_ID,HTTPS,Result,Details,UpdatedURL
551603,https://docs.google.com/document/d/18pkagOTwbienGCAa-YI2ECWYwzh2VmLILXiczlkSavo/edit?usp=sharing,Success,,
589914,https://docs.google.com/document/d/1Ae_LvqUwu80cbd_Zca_ntfd5x7iF7GJBj2-gP8VYR5s/edit?usp=sharing,Success,,
545702,https://docs.google.com/document/d/1DhvDv3pV_MtPFhTanAIxHza093GhJ2Pt8iyE4PAzNow/edit?usp=sharing,Success,,
589925,https://docs.google.com/document/d/1EC0_9BFgjSA5mQlj6Fg-Lt6QKWz6hpz8LzdtmNW2wRA/edit?usp=sharing,Success,,
533106,https://docs.google.com/document/d/1EMr30i_wXRBtjQcnG-p6rYIVxf4oGtSqSGsqZYvBQiY/edit?usp=sharing,Success,,
533017,https://docs.google.com/document/d/1EMr30i_wXRBtjQcnG-p6rYIVxf4oGtSqSGsqZYvBQiY/edit?usp=sharing,Success,,
533112,https://docs.google.com/document/d/1Ia4fd2T7Z1-DwihhFEB69ePaU4SlhYrpoXo-VXz4V7k/edit?usp=sharing,Success,,
588965,https://docs.google.com/document/d/1L5MFcYc0C-pL7GGmT3zQoZgCi0whcVpxRoYzC8bH6co/edit?usp=sharing,Success,,
588748,https://docs.google.com/document/d/1LUh6_N4Ln6Ig7E0ZCurb9MXOINO_d1DyTCZMp5-JZ_A/edit?usp=sharing,Success,,
588747,https://docs.google.com/document/d/1LUh6_N4Ln6Ig7E0ZCurb9MXOINO_d1DyTCZMp5-JZ_A/edit?usp=sharing,Success,,
589940,https://docs.google.com/document/d/1MZGJCzi9cfEsu89yWCy85mzx9waJDLN2e0qHPzDX-OY/edit?usp=sharing,Success,,
533029,https://docs.google.com/document/d/1N_Tva9ib2VsLdkkQ5bDmw66ZV39uATUqhx1p9lItYP8/edit?usp=sharing,Success,,
589923,https://docs.google.com/document/d/1RCmteeFfYyDdJXRQlLlqv15nfUBZ86CcDi6KQx3VfmY/edit?usp=sharing,Success,,
533109,https://docs.google.com/document/d/1RDkeDYbWro62WJRRNla2bxdvvlXo9AmFv8m_QevWKl0/edit?usp=sharing,Success,,
533030,https://docs.google.com/document/d/1RqNF-To4p4zcYDlVEUJkTVIaR1h11lgcGy8CVA4-Tb0/edit?usp=sharing,Success,,
533020,https://docs.google.com/document/d/1RqNF-To4p4zcYDlVEUJkTVIaR1h11lgcGy8CVA4-Tb0/edit?usp=sharing,Success,,
588599,https://docs.google.com/document/d/1WBOLb923uiYOx4uRwferGXUpExC55bkIavaOYWfMHA4/edit?usp=sharing,Success,,
589929,https://docs.google.com/document/d/1_EbFupVQbEJcpi7DU4JeJIXgLbyuDL_Y3hvmsY4wMAY/edit?usp=sharing,Success,,
592102,https://docs.google.com/document/d/1_GwU1Dq_kjKZH6msNx_KhzgDs2Zc0ESv/edit,Success,,
533023,https://docs.google.com/document/d/1_h-bKVSwF47bfmUSIcnFLpoNbKAE4vrUHyZzm6MiJtM/edit?usp=sharing,Success,,
544198,https://docs.google.com/document/d/1fKaAOG5a8ZegaceegZfdYBO5GTyJl3Mhl5V-agGAzgQ/edit?usp=sharing,Success,,
544377,https://docs.google.com/document/d/1fKaAOG5a8ZegaceegZfdYBO5GTyJl3Mhl5V-agGAzgQ/edit?usp=sharing,Success,,
533033,https://docs.google.com/document/d/1jf2HrTU3juLAeIKjVyThhjHOZiaJQyj5RGa0L1LJmAY/edit?usp=sharing,Success,,
533115,https://docs.google.com/document/d/1jn3NNvRGBRt2CuY7O5Fyxj9vUYM6jkuhy9Hpgjr1Mq8/edit?usp=sharing,Success,,
533128,https://docs.google.com/document/d/1jn3NNvRGBRt2CuY7O5Fyxj9vUYM6jkuhy9Hpgjr1Mq8/edit?usp=sharing,Success,,
533125,https://docs.google.com/document/d/1mPyXNiHapYgLF0t2YIrkc2ZPA8JFb_WbLVs6pFI_73A/edit?usp=sharing,Success,,
159953,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159956,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159988,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159993,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160028,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160039,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160064,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160107,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160111,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160113,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
160116,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
533026,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
533122,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
533036,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159807,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159810,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159834,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159837,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159875,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159879,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159880,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159903,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159914,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159923,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159949,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159952,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
139799,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159518,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159523,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159529,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159546,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159551,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159560,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159577,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159609,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159617,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159618,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159630,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159631,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159656,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159664,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159699,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159701,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159713,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159714,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159741,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159744,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159745,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159751,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159778,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
159781,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing,Success,,
589942,https://docs.google.com/document/d/1oVUxTdTrVRdh6vWGL6QFHVu2dG2xWCdTgvUy4pdbLuQ/edit?usp=sharing,Success,,
589931,https://docs.google.com/document/d/1vPyR8Cs7mLcNAqL2X6D22PqMa_SeyqL-e_M83dP8aLo/edit?usp=sharing,Success,,
588601,https://docs.google.com/document/d/1vm_xJRErR9Z185l2qnxtEwwKp6lD5aqqIULoOT3S-us/edit?usp=sharing,Success,,
589926,https://docs.google.com/document/d/1vpqksZBscn_l5bH9sfVHD2RU8x0QOyFTMhrHr-uW6mc/edit?usp=sharing,Success,,
592078,https://docs.google.com/document/d/1zcPqSCCk-DUPDy2-gKxc2h5qDcCbH-7D/edit,Success,,
551385,https://docs.google.com/presentation/d/1iMt60W2tnmOcwBEUGkz2JjLxuOLDgZ9hvifUCq1FSE4/edit?usp=sharing,Success,,
494698,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494699,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495157,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495158,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495159,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495160,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495161,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495162,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495163,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495164,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495165,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495169,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495170,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495171,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495172,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495173,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495174,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495175,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495176,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
495177,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494697,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494696,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494695,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494694,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494693,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494691,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
494692,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0,Redirected,URL should be updated to match Redirected URL,https://docs.google.com/spreadsheets/d/19Tz47tNTR4JJ79QPUOjHK8MjxPLRrXfu0CCRMxSIDqg/edit
529193,"https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing
",Success,,
529194,"https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing
",Success,,
529195,"https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing
",Success,,
529209,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529210,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529211,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529212,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529213,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529214,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529215,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529216,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529217,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529218,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529219,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529220,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529221,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529222,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529223,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529224,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529225,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529226,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529227,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529228,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529196,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529197,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529198,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529199,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529200,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529201,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529202,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529203,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
529204,https://docs.google.com/spreadsheets/d/12wI15kQAuUmAyUgNTYDJS_MrsSASt4yuKL2ElBglb-g/edit?usp=sharing ,Success,,
